clasificacion,texto,sentiment_probabilities,sentiment_label,veracity_label,veracity_probabilities
0,"La proporcion de extranjeros en las carceles federales es menor, del 20%. Y en las carceles de todo el pais representan el 6 por ciento.","[0.9918779134750366, 0.008122107945382595]",0,1,"[0.18835626542568207, 0.8116437196731567]"
0,"Si bien no existen datos oficiales sobre este tema, diversos informes alternativos coinciden en ubicar a la Argentina como uno de los paises con mayor fuga de capitales del mundo.","[0.9990524649620056, 0.0009475545375607908]",0,0,"[0.5891137719154358, 0.4108862578868866]"
1,"En linea con la afirmacion del senador, el 63,3% del gasto previsto para 2019 es gasto social, de lo cual la proporcion mas importante va al sistema de jubilaciones y pensiones.","[0.9996795654296875, 0.00032041218946687877]",0,1,"[0.3723170757293701, 0.6276829242706299]"
1,"La cantidad de beneficiarios y los montos destinados se redujeron, pero el programa se mantiene con mas de 500 mil beneficiarios.","[0.12544232606887817, 0.874557614326477]",1,1,"[0.35765761137008667, 0.6423423886299133]"
0,"La estimaciones privadas que recopila mensualmente el Banco Central proyectan una inflacion superior al 45% anual. El ultimo ano con un aumento de precios superior fue 1991, con una inflacion del 84 por ciento.","[0.9998879432678223, 0.0001120439701480791]",0,1,"[0.26140621304512024, 0.7385937571525574]"
1,"Los datos actualizados sobre el presupuesto del Programa Desarrollo de Salud Sexual y Procreacion Responsable revelan que, hasta mediados de noviembre, fue ejecutado el 58,8% del presupuesto total de $365 millones. No esta claro por que la senadora escogio la otra fecha.","[0.9996187686920166, 0.00038117324584163725]",0,1,"[0.3784289062023163, 0.6215711236000061]"
0,Los recursos que todos los ministerios destinan a Ciencia y Tecnologia caen en terminos reales y lo mismo sucede con el presupuesto total de la actual Secretaria de Ciencia y Tecnologia de la Nacion.,"[0.9999179840087891, 8.199099102057517e-05]",0,0,"[0.6492680907249451, 0.35073190927505493]"
0,"La senadora por Rio Negro comparo datos que surgen de informes diferentes, que no son comparables metodologicamente, y contabilizo dos veces a quienes estan en riesgo de situacion de calle.","[0.9991945624351501, 0.0008054356439970434]",0,0,"[0.5046753287315369, 0.4953247308731079]"
0,"Si se considera la inflacion prevista por el Gobierno para 2019, los aportes destinados al instituto a cargo de los trasplantes caerian un 18,8% con respecto a los presupuestados en 2018.","[0.9988510608673096, 0.0011489673051983118]",0,1,"[0.26982539892196655, 0.7301746010780334]"
1,El presupuesto que debate el Senado preve un fuerte ajuste en terminos reales de los montos destinados a infraestructura escolar y de jardines de infantes.,"[0.0001872731518233195, 0.9998127818107605]",1,1,"[0.41044679284095764, 0.5895532369613647]"
1,Una mujer es asesinada cada 30 o cada 35 horas,"[0.9998784065246582, 0.00012152716954005882]",0,1,"[0.47010117769241333, 0.5298988223075867]"
1,"Si se toma solo el gasto primario -o sea, sin intereses- la caida real rondaria el 17% segun el Gobierno, pero el gasto total -incluyendo intereses- caeria cerca de un 11 por ciento.","[0.9985621571540833, 0.001437805942259729]",0,1,"[0.2727712094783783, 0.7272287607192993]"
1,"Si se toma en cuenta la inflacion estimada por el Gobierno para la elaboracion del presupuesto, el gasto destinado a esta area caeria en terminos reales casi un 2% en 2019, es decir, cuatro puntos porcentuales menos de lo afirmado por el senador opositor.","[0.9997655749320984, 0.00023447608691640198]",0,1,"[0.42106762528419495, 0.5789323449134827]"
0,"La cobertura de cloacas es mayor en Ecuador que en la Argentina, aunque no por las magnitudes mencionadas por el senador, que comparo datos urbanos con datos del total del pais y con diferentes definiciones de la cobertura cloacal.","[0.9909949898719788, 0.009005053900182247]",0,1,"[0.39292463660240173, 0.6070753335952759]"
0,La Oficina Nacional de Presupuesto estima en un informe publicado recientemente que en diciembre de 2018 la deuda publica llegara al porcentaje mencionado por el senador del Frente para la Victoria.,"[0.8558616638183594, 0.14413830637931824]",0,1,"[0.39190998673439026, 0.6080900430679321]"
1,"Un posteo en Facebook sostiene que alli encontraron marihuana durante un operativo de la Policia Federal. Sin embargo, fuentes oficiales indican que el allanamiento ocurrio el ano ultimo en una finca particular, no en tierras mapuches.","[0.9999376535415649, 6.228857819223776e-05]",0,0,"[0.7027740478515625, 0.2972260117530823]"
0,Putin esta en contra de la homosexualidad y el terrorismo islamico,"[0.0017793116858229041, 0.9982206225395203]",1,0,"[0.6937958002090454, 0.3062041997909546]"
0,Los subtitulos fueron modificados para hacer creer que el presidente ruso dijo cosas que en ese momento no dijo. El video fue registrado en un acto de conmemoracion de la Segunda Guerra Mundial en el que se homenajeo a veteranos y se recordo a las victimas.,"[0.09982606768608093, 0.9001739025115967]",1,0,"[0.7053882479667664, 0.29461172223091125]"
0,"En lo que va de 2018 la caida del salario real del total de la economia alcanza el 7% segun el INDEC. Segun estimaciones no oficiales, al terminar el ano seria una de las tres bajas anuales mas importantes desde, por lo menos, 2003.","[0.9999004602432251, 9.954949200619012e-05]",0,0,"[0.6452748775482178, 0.3547251522541046]"
0,"En Bolivia sellan los pasaportes argentinos con una leyenda que dice ""turista prohibido trabajar y estudiar""","[0.99994957447052, 5.0368831580271944e-05]",0,0,"[0.9284916520118713, 0.07150836288928986]"
1,"Circula una publicacion de 2017 que sostiene que, al entrar al pais limitrofe, los pasaportes argentinos son estampados con esa frase. Sin embargo, fuentes oficiales desmintieron la informacion.","[0.9999314546585083, 6.851910438854247e-05]",0,0,"[0.7688056230545044, 0.2311943620443344]"
0,"En 2018 se entregan 800 mil pensiones por invalidez mas que en 2007. Sin embargo, las victimas fatales durante la Segunda Guerra Mundial en los paises mencionados por el diputado de Evolucion Radical fueron aproximadamente 8,2 millones.","[0.9996153116226196, 0.00038462577504105866]",0,1,"[0.44262298941612244, 0.5573770403862]"
0,"La imagen circulo en redes sociales y por WhatsApp. Sin embargo, la foto original fue publicada en enero de 2015 en la cuenta oficial de Facebook del ex diputado nacional del Frente Renovador e hijo el sindicalista Hugo Moyano.","[0.9976980090141296, 0.0023019711952656507]",0,1,"[0.44233039021492004, 0.5576696395874023]"
0,"El senador del Bloque Justicialista uso este dato para referirse a los extranjeros que viven en barrios populares. Sin embargo, la cantidad de villas en el Gran Buenos Aires no llega ni a una cuarta parte de lo mencionado por Pichetto.","[0.999967098236084, 3.2958403608063236e-05]",0,0,"[0.5620467066764832, 0.43795323371887207]"
0,Es verdadero que once premios Nobel denunciaron la situacion de la ciencia argentina,"[0.999950647354126, 4.937605626764707e-05]",0,0,"[0.779022753238678, 0.22097726166248322]"
0,Mas de una decena de galardonados por la academia sueca enviaron mails para adherir a una carta abierta en la que cientificos critican la situacion de la Ciencia y Tecnologia en el pais durante la gestion de Mauricio Macri.,"[0.9999241828918457, 7.577190262963995e-05]",0,0,"[0.6326671838760376, 0.3673328459262848]"
0,"La Ciudad pago $35,7 millones a Coca Cola Company para que sea sponsor de los Juegos Olimpicos de la Juventud","[0.9999632835388184, 3.665736221591942e-05]",0,1,"[0.3658120334148407, 0.6341879963874817]"
1,"El Gobierno porteno no le pago a la casa matriz de la empresa para que fuera sponsor de la competicion. Coca Cola Company brindo bebidas, caramanolas, juegos de mesa, sillas y sombrillas por ser miembro del Comite Olimpico Internacional (COI) sin ningun pago a cambio.","[0.9999518394470215, 4.815657302970067e-05]",0,1,"[0.3346710205078125, 0.6653290390968323]"
0,En octubre los legisladores nacionales recibiran un aumento de 24%,"[0.008882086724042892, 0.9911178946495056]",1,1,"[0.31462159752845764, 0.68537837266922]"
0,"Un posteo en Facebook afirma que los diputados y senadores de la Nacion tendran ese incremento en sus salarios durante el mes de octubre. Sin embargo, el numero coincide con el aumento acumulado en lo que va del ano de los sueldos de los legisladores a noviembre de este ano y no con un solo aumento mensual.","[0.999352753162384, 0.0006472300738096237]",0,0,"[0.7202834486961365, 0.2797165513038635]"
0,"Es verdadero que Macri califico de ""comportamientos tramposos"" a los accidentes de trabajo","[0.9999477863311768, 5.223512926022522e-05]",0,0,"[0.9287945628166199, 0.07120544463396072]"
0,La frase fue dicha por el Presidente de la Nacion la semana ultima en la inauguracion de la autopista urbana de Rosario.,"[0.00015900041034910828, 0.9998409748077393]",1,0,"[0.6528415679931641, 0.3471584916114807]"
1,"Es verdadero que Bolsonaro dijo: ""Seguire las ensenanzas de Dios""","[8.122028521029279e-05, 0.9999188184738159]",1,1,"[0.3703278601169586, 0.629672110080719]"
1,La frase fue pronunciada por el presidente electo de Brasil durante un video de agradecimiento transmitido en vivo en su cuenta de Facebook luego de ganar el balotaje.,"[8.743743092054501e-05, 0.9999125003814697]",1,0,"[0.6064992547035217, 0.39350077509880066]"
1,Es verdadero que Hebe de Bonafini fue a la protesta contra el Presupuesto 2019 con una mascara de gas,"[0.9999265670776367, 7.33988854335621e-05]",0,0,"[0.5382364988327026, 0.46176350116729736]"
1,El diario Perfil dio a conocer una foto en la que se ve a la titular de Madres de Plaza de Mayo con una mascara de ese tipo. Efectivamente eso sucedio y las imagenes fueron publicadas en redes oficiales de la organizacion.,"[0.999874472618103, 0.00012545708159450442]",0,0,"[0.6413102149963379, 0.3586898446083069]"
1,Es verdadero que Ivo Cutzarida cuestiono la ideologia de genero y el lenguaje inclusivo,"[0.9998880624771118, 0.00011189044016646221]",0,1,"[0.2634311318397522, 0.7365689277648926]"
1,El actor realizo sus criticas en Radio Mitre y fueron publicadas en la web del medio. Luego fueron replicadas textualmente por el sitio Radio Dos.,"[0.00017363319057039917, 0.9998263716697693]",1,0,"[0.7094489336013794, 0.29055100679397583]"
1,Es verdadero que Jair Bolsonaro gano el balotaje y es el nuevo presidente de Brasil,"[6.410608330043033e-05, 0.9999358654022217]",1,1,"[0.33166375756263733, 0.6683362722396851]"
1,"El candidato por el Partido Social Liberal se consagro como nuevo presidente de Brasil con el 55% de los votos el domingo ultimo, frente a Fernando Haddad, candidato por el Partido de los Trabajadores.","[8.976901153801009e-05, 0.9999102354049683]",1,1,"[0.3169423043727875, 0.6830576658248901]"
0,Murio el cantante Marco Antonio Solis,"[0.9979615211486816, 0.0020384725648909807]",0,0,"[0.9302813410758972, 0.06971868127584457]"
1,"Un texto afirma que el musico fallecio por culpa de una arritmia cardiaca. Sin embargo, esto es falso: el problema de salud nunca ocurrio y la imagen que se muestra esta trucada.","[0.9999411106109619, 5.887944280402735e-05]",0,0,"[0.6104320287704468, 0.38956794142723083]"
0,Quemaron una iglesia y un perro en Trelew al finalizar el Encuentro Nacional de Mujeres,"[0.9999526739120483, 4.7318633733084425e-05]",0,0,"[0.6035041213035583, 0.3964959383010864]"
0,"El edificio que se ve con fuego en las fotos es la puerta de la municipalidad de la ciudad. Ademas, desde el municipio confirmaron a este medio que no fallecio ningun perro incendiado, y la policia provincial senalo lo mismo.","[0.11377114057540894, 0.8862288594245911]",1,0,"[0.6740243434906006, 0.3259756863117218]"
0,Se esta instalando una base militar estadounidense en Ushuaia,"[0.0009577144519425929, 0.9990422129631042]",1,0,"[0.9470569491386414, 0.052943091839551926]"
0,El gobierno de la provincia de Tierra del Fuego y la embajada de los Estados Unidos en la Argentina desmintieron las versiones que circulan por redes sociales. El video y las notas que circulan no presentan ninguna prueba de la creacion de la supuesta base.,"[0.9999371767044067, 6.286221469053999e-05]",0,0,"[0.6663398742675781, 0.3336601257324219]"
0,"La OEA mantuvo una ""reunion secreta"" con Fernando Haddad","[0.9999313354492188, 6.864088209113106e-05]",0,0,"[0.8643317818641663, 0.13566815853118896]"
0,"Los temas de la reunion fueron publicos y se informaron. La Mision de Observacion Electoral se reunio con varios candidatos, como lo hace siempre que participa de un proceso de elecciones. Segun confirmaron a este medio desde la OEA, contactaron al equipo del candidato Bolsonaro en reiteradas oportunidades, pero no obtuvieron respuesta.","[0.9995359182357788, 0.00046416264376603067]",0,1,"[0.3925967216491699, 0.6074032187461853]"
0,El hecho ocurrio el ultimo fin de semana de septiembre de 2018. La escuela estaba vacia y por eso no hubo personas afectadas.,"[0.9999475479125977, 5.2484690968412906e-05]",0,1,"[0.396062970161438, 0.603937029838562]"
1,"Es verdadero que en el primer semestre de 2018 bajo la pobreza en San Luis 5,9 puntos","[0.9969493746757507, 0.0030506993643939495]",0,1,"[0.3294389247894287, 0.6705610156059265]"
1,La cifra publicada por el sitio Agencia de Noticias de San Luis coincide con el numero difundido por el INDEC. La pobreza bajo en dicha provincia por tercer semestre consecutivo.,"[0.002821902744472027, 0.9971780776977539]",1,0,"[0.7245385050773621, 0.27546146512031555]"
1,"Si, en Berazategui se aprobo una ordenanza para implementar el programa ""Kioskos Saludables"" en escuelas","[9.579845209373161e-05, 0.9999041557312012]",1,1,"[0.14844252169132233, 0.8515574336051941]"
1,"El Concejo Deliberante aprobo la norma a fines de septiembre ultimo. Promueve la incorporacion de alimentos mas sanos en los kioscos de ciertos establecimientos, como las escuelas publicas y privadas, los organismos publicos, los clubes y los hospitales.","[6.359474355122074e-05, 0.9999363422393799]",1,1,"[0.106608547270298, 0.8933914303779602]"
1,"En 2018 las expulsiones de extranjeros aumentaron y alcanzaron su nivel record, al menos desde 2006 (primer ano con datos). Sin embargo, no se registro una cifra mayor que en el acumulado de los diez anos anteriores, como dijo el ministro.","[0.9997362494468689, 0.0002637055586092174]",0,1,"[0.23573769629001617, 0.764262318611145]"
0,"Sola, sobre el Presupuesto 2019: ""El ano que viene terminaria con seis puntos menos de PBI per capita que en 2015""","[0.9998235106468201, 0.00017653881513979286]",0,1,"[0.48572975397109985, 0.5142701864242554]"
0,"Las proyecciones oficiales muestran que el tamano de la economia en 2019 seria 2% menor que 2015. Si se toma en cuenta el PBI por habitante, la caida seria aun mayor (6%), como destaco el diputado nacional de Red por Argentina.","[0.9998788833618164, 0.00012111232354072854]",0,1,"[0.43640562891960144, 0.563594400882721]"
1,"Es verdadero que Massot dijo que ""el FMI nos esta prestando plata para pagar las jubilaciones""","[0.9999507665634155, 4.925739631289616e-05]",0,1,"[0.23039060831069946, 0.7696093320846558]"
1,Las declaraciones del diputado nacional de Cambiemos fueron dichas en una entrevista en radio La Red a fines de septiembre ultimo.,"[0.889049768447876, 0.11095024645328522]",0,0,"[0.7321165800094604, 0.26788339018821716]"
1,"Laspina, sobre el Presupuesto 2019: ""Las prestaciones sociales aumentan 37%""","[0.00048024774878285825, 0.9995197057723999]",1,1,"[0.3812209963798523, 0.6187790036201477]"
1,"Segun la ""ley de leyes"", el rubro que incluye las jubilaciones y asignaciones crece un 34,4 por ciento. Pero, al considerar la inflacion estimada, la caida es del 0,3 por ciento.","[0.9904521703720093, 0.009547789581120014]",0,1,"[0.31520748138427734, 0.6847924590110779]"
0,"La baja en la provincia nortena fue mayor que el total nacional pero no el doble como senalo el gobernador. Ademas, Salta es la segunda jurisdiccion con mayor pobreza estructural cuando en 2001 era la tercera.","[0.945480227470398, 0.05451980605721474]",0,1,"[0.4895458221435547, 0.5104541778564453]"
0,"Se trata de una proyeccion elaborada por la Secretaria de Turismo de la Nacion. Si bien no son estadisticas que midan perfectamente la cantidad de viajantes, especialistas destacan que son las mejores disponibles.","[5.6505963584640995e-05, 0.9999434947967529]",1,0,"[0.9175470471382141, 0.08245297521352768]"
1,"Si, es verdad que en Mendoza se estan rematando casas del IPV por falta de pago","[0.9999563694000244, 4.3647127313306555e-05]",0,0,"[0.5687761306762695, 0.43122386932373047]"
1,"Las casas desadjudicadas son viviendas no escrituradas con alto retraso de pago, y podran ser readjudicadas a sus ocupantes o a familias de alta vulnerabilidad social identificadas por los municipios. Tambien hay nueve viviendas que podrian ser rematadas.","[0.9999096393585205, 9.034429240273312e-05]",0,1,"[0.13971278071403503, 0.8602871894836426]"
1,Es verdadero que se inundo el Hospital Pasteur de la provincia de Cordoba,"[0.9999600648880005, 3.989502147305757e-05]",0,0,"[0.651418924331665, 0.34858113527297974]"
1,"El hecho ocurrio a fines de septiembre ultimo. Sin embargo, el inconveniente ya fue solucionado y el hospital se encuentra en funcionamiento.","[0.1867469847202301, 0.8132529854774475]",1,0,"[0.6240901350975037, 0.37590983510017395]"
1,Es verdadera la foto del joven desnutrido en Venezuela,"[0.5045676827430725, 0.4954323172569275]",0,0,"[0.6146503686904907, 0.38534966111183167]"
1,"Un posteo de Facebook muestra a un hombre de 26 anos con desnutricion severa en un hospital de Venezuela. El caso se dio a conocer en junio de este ano, y ya se encuentra mejor de salud.","[0.0057866075076162815, 0.9942134022712708]",1,1,"[0.4998537302017212, 0.5001462697982788]"
1,"Iguacel, sobre la resolucion de Energia: ""No es una compensacion por la devaluacion""","[0.999627947807312, 0.0003720340901054442]",0,1,"[0.34388649463653564, 0.6561135053634644]"
1,"Se aplico una ley de 1992 que determina que las diferencias de precios deben trasladarse a los usuarios en semestres futuros. Sin embargo, esta ley fue creada en la convertibilidad, cuando no habia riesgos devaluatorios, y no estuvo vigente entre 2002 y 2017 por la Ley de Emergencia Economica, que protegia a los usuarios de los aumentos del dolar.","[0.999923825263977, 7.62160707381554e-05]",0,1,"[0.49594807624816895, 0.504051923751831]"
0,"La foto original fue publicada en mayo de 2017 por el diario El Cronista, pero fue trucada para modificar la leyenda de uno de los carteles que llevaban los manifestantes de la organizacion social.","[0.9993595480918884, 0.0006404072628356516]",0,0,"[0.5491816401481628, 0.45081838965415955]"
0,Este ano Christine Lagarde fue condenada por malversacion de fondos publicos,"[0.9900862574577332, 0.009913711808621883]",0,1,"[0.34131094813346863, 0.6586890816688538]"
0,"Un sitio publico que la directora del FMI fue condenada en septiembre ultimo por desvio de recursos estatales cuando era ministra de Finanzas de Francia. Sin embargo, el caso ocurrio en 2016.","[0.9999290704727173, 7.09670057403855e-05]",0,1,"[0.29746881127357483, 0.7025312185287476]"
0,"Casi 100 mil ciudadanos venezolanos se radicaron en la Argentina desde 2006. Ademas, el saldo migratorio de este ano indica que otros 54 mil se encuentran viviendo en el pais y que pueden tener un tramite de residencia en gestion.","[0.9887838959693909, 0.011216186918318272]",0,0,"[0.595561683177948, 0.4044382572174072]"
1,"La cifra publicada por el sitio coincide con el numero difundido por el INDEC. Este indicador y la indigencia subieron en la primera mitad de 2018 con respecto a fines de 2017, aunque bajaron versus a la primera mitad de 2017.","[0.9616385698318481, 0.03836137428879738]",0,0,"[0.6002913117408752, 0.39970871806144714]"
1,"Si se analizan todas las exportaciones, en los primeros ocho meses del ano crecieron 4 por ciento. Pero el Presidente, si bien no lo aclaro publicamente, excluyo de su analisis a los productos del complejo cerealero/oleaginosos afectados por la sequia para llegar a un numero cercano al 20 por ciento.","[0.9999486207962036, 5.139259519637562e-05]",0,1,"[0.39353635907173157, 0.6064636707305908]"
0,"Es verdadero que Novaresio dijo que le preocupa que, si CFK vuelve al poder, no pueda seguir ejerciendo su profesion","[0.9999650716781616, 3.4969689295394346e-05]",0,0,"[0.9964818954467773, 0.0035181271377950907]"
0,"La frase la dijo el periodista en una entrevista en el programa de Mauro Viale, ""Mauro la pura verdad"", el domingo ultimo.","[0.004348665475845337, 0.9956513047218323]",1,1,"[0.4008514881134033, 0.5991485118865967]"
1,Es verdadero que fallecio el folclorista Alfredo Abalos,"[0.9992204904556274, 0.0007794775301590562]",0,1,"[0.3835143744945526, 0.616485595703125]"
1,"El artista murio el 24 de septiembre ultimo en Santiago del Estero a los 80 anos, culpa de una neumonia. La noticia fue confirmada por uno de sus hijos y por varios medios locales y nacionales.","[0.999747097492218, 0.0002529112680349499]",0,1,"[0.43169912695884705, 0.5683009028434753]"
0,Margarita Barrientos denuncio a La Campora por agredir un camion de su fundacion durante el paro de esta semana,"[0.999908447265625, 9.151886479230598e-05]",0,1,"[0.35397452116012573, 0.6460254192352295]"
1,"Estos ultimos dias circulo un posteo en redes sociales que afirma que la fundadora del comedor Los Piletones acuso a la agrupacion kirchnerista de atacar un camion que recolectaba comida durante la movilizacion del lunes ultimo. Sin embargo, la acusacion ocurrio en 2016.","[0.9999383687973022, 6.158666656119749e-05]",0,1,"[0.430345743894577, 0.5696542859077454]"
0,La persona junto a la Ferrari es un intendente chaqueno,"[0.1883648931980133, 0.8116351366043091]",1,0,"[0.9493486285209656, 0.05065131187438965]"
0,"En el video se ve a otra persona que no es el jefe comunal de la localidad de Villa Rio Bermejito, Lorenzo Heffner. Ademas, el auto no esta registrado como de su propiedad sino de Cristino Villalba, un empresario chaqueno.","[0.9999312162399292, 6.877061241539195e-05]",0,0,"[0.7767971754074097, 0.22320285439491272]"
0,Es verdadero el video del saqueo a una sucursal de Carrefour de Comodoro Rivadavia,"[0.9998589754104614, 0.00014105286390986294]",0,0,"[0.8537688851356506, 0.14623109996318817]"
0,"El hecho ocurrio el 31 de agosto ultimo, segun confirmaron a este medio desde la empresa. Hubo nueve detenidos por la policia provincial, entre ellos cuatro menores.","[0.9998801946640015, 0.00011984974844381213]",0,1,"[0.41055750846862793, 0.5894424915313721]"
1,Es verdadero que en agosto subieron las ventas a Brasil y se redujo el deficit comercial,"[0.9609786868095398, 0.03902126103639603]",0,1,"[0.395444393157959, 0.604555606842041]"
1,"Segun un informe de la consultora Abeceb, en base a informacion del Ministerio de Industria brasileno, en agosto ultimo las exportaciones argentinas al pais vecino crecieron 38,8 por ciento. Ademas, el rojo comercial con ese pais se redujo un 52 por ciento.","[0.9990187883377075, 0.000981166260316968]",0,1,"[0.20667724311351776, 0.7933228015899658]"
0,La monja que recibio los bolsos de Jose Lopez aparece como desaparecida por la dictadura uruguaya,"[0.9999258518218994, 7.415936124743894e-05]",0,0,"[0.7678878307342529, 0.23211219906806946]"
1,"La religiosa no figura en la lista difundida por el gobierno del pais vecino. Tambien se menciona que su familia cobra una pension en dolares por ser, supuestamente, una desaparecida, pero eso tambien es falso ya que la indemnizacion se paga en pesos uruguayos.","[0.9999624490737915, 3.7565161619568244e-05]",0,0,"[0.5239091515541077, 0.47609081864356995]"
0,Todos los productos Arcor traen la bacteria salmonella,"[0.9998495578765869, 0.00015041961160022765]",0,0,"[0.9391947984695435, 0.060805223882198334]"
0,"Circula en las redes sociales que los articulos de la multinacional argentina tienen esta bacteria y que no deben ser consumidos. Sin embargo, tanto desde la empresa como desde la ANMAT confirmaron la falsedad de la informacion.","[0.9999301433563232, 6.990856491029263e-05]",0,0,"[0.7905974388122559, 0.20940254628658295]"
0,"Si bien no hay una definicion puntual, la agencia Bloomberg y distintos especialistas destacan que el pais es uno de los mas fragiles, entre otras cosas, por su necesidad de dolares, el endeudamiento y la inflacion. La mayoria de estos indicadores empeoraron durante la gestion de Cambiemos.","[0.9999263286590576, 7.365290366578847e-05]",0,0,"[0.5067068338394165, 0.4932931065559387]"
1,Es verdadero que en Tierra del Fuego se descubrieron tres casos de estreptococo,"[0.9601427912712097, 0.039857231080532074]",0,1,"[0.4753631353378296, 0.5246368646621704]"
1,"Se confirmo el lunes ultimo que hay tres ninas con la bacteria, informo el Hospital Regional de Ushuaia en la provincia mas austral del pais. De todos modos, los casos no son graves y las pacientes no fueron hospitalizadas.","[0.8989498615264893, 0.10105010122060776]",0,1,"[0.3737340569496155, 0.6262659430503845]"
1,"Es verdadero que murio Jose Manuel de la Sota, ex gobernador de Cordoba","[0.9999082088470459, 9.175085870083421e-05]",0,1,"[0.35731440782546997, 0.6426856517791748]"
1,El ex mandatario provincial fallecio en la noche del sabado 15 de septiembre ultimo en un accidente automovilistico. Sus restos fueron velados durante el domingo y el lunes ultimos.,"[0.999113142490387, 0.0008868283475749195]",0,0,"[0.5099614858627319, 0.49003854393959045]"
0,La NASA haya reconocido como verdadero el contenido de la Biblia,"[0.0018450525822117925, 0.9981549382209778]",1,0,"[0.7112613320350647, 0.2887387275695801]"
1,"Un sitio religioso afirmo que la institucion norteamericana justifico una investigacion basandose en dos pasajes biblicos. Sin embargo, esto es falso y se trata de una leyenda urbana que circula hace mas de 50 anos.","[0.999932050704956, 6.789593317080289e-05]",0,1,"[0.33371737599372864, 0.6662826538085938]"
0,"Circula en Facebook un posteo que senala que hay tanques militares de ese pais en el norte argentino. Sin embargo, el video fue grabado en Chile.","[0.9998888969421387, 0.00011114681547041982]",0,0,"[0.956108033657074, 0.04389191418886185]"
0,La situacion fiscal de las provincias mejoro en el ultimo ano y con respecto a 2015. El factor principal fueron los recursos enviados desde la Nacion luego de un fallo de la Corte Suprema.,"[0.04066072404384613, 0.9593392014503479]",1,0,"[0.7287658452987671, 0.2712341547012329]"
1,El Estado no le paga a la Iglesia catolica segun la cantidad de personas bautizadas,"[0.9999672174453735, 3.281842509750277e-05]",0,0,"[0.7406200766563416, 0.25937995314598083]"
1,En ninguna de las tres leyes que regulan cuanto dinero el Estado le debe transferir a la Iglesia catolica se afirma que el monto depende de cuantos fieles tenga la institucion.,"[0.99993896484375, 6.10304377914872e-05]",0,1,"[0.18458260595798492, 0.8154174089431763]"
1,"La variacion de la deuda en dolares constantes y como porcentaje del PBI, indicador recomendado por los especialistas, fue mayor en lo que va de la gestion de Mauricio Macri que durante la ultima dictadura militar.","[0.9954075217247009, 0.004592411685734987]",0,1,"[0.4994409382343292, 0.5005590319633484]"
1,"Circula en Facebook una publicacion falsa en la que se afirma que el actor dijo esto en contra del presidente de la Nacion, Mauricio Macri. Sin embargo, no hay registros de estas afirmaciones en la entrevista citada y el actor confirmo a Chequeado que nunca dijo eso.","[0.999941349029541, 5.8675865147961304e-05]",0,0,"[0.6299853920936584, 0.37001457810401917]"
0,"Es verdadero que Hugo Moyano dijo: ""A Macri lo manejan""","[0.9998480081558228, 0.00015191143029369414]",0,0,"[0.9088793992996216, 0.09112060070037842]"
0,"Las declaraciones del lider del Sindicato de Camioneros fueron realizadas el seis de septiembre ultimo. Tambien cuestiono la capacidad del Presidente de la Nacion y agrego que el jefe de Estado ""tiene ganas de rajarse"".","[0.9999667406082153, 3.331323023303412e-05]",0,0,"[0.8164038062095642, 0.1835961937904358]"
1,"Circula en redes una publicacion de Facebook con una imagen de una grua colocando un container bajo tierra. Alli se senala que el hecho ocurrio en la Patagonia argentina para culpar a la ex presidenta Fernandez de Kirchner. Sin embargo, la foto es de una empresa extranjera de productos de defensa y seguridad.","[0.9999359846115112, 6.397660763468593e-05]",0,0,"[0.8021715879440308, 0.19782842695713043]"
0,Una mujer tuvo un bebe a los 101 anos,"[0.00017278676386922598, 0.9998272061347961]",1,0,"[0.6139348149299622, 0.38606521487236023]"
0,"Circulan en Facebook posteos con una imagen de una anciana de esa edad y un bebe en brazos que es senalado como su hijo. Sin embargo, la foto es de 2015 y retrata a una senora junto a su bisnieta recien nacida.","[0.9878250956535339, 0.01217491365969181]",0,0,"[0.8691533207893372, 0.13084666430950165]"
0,Decapitaron a la activista arabe Samar Badawi,"[0.9998906850814819, 0.00010934465535683557]",0,1,"[0.47528448700904846, 0.5247154831886292]"
0,"La militante de derechos humanos de Arabia Saudita esta presa, pero hasta el momento no fue decapitada ni tampoco tiene una condena a muerte, segun la informacion de organismos internacionales.","[0.9990084767341614, 0.000991586595773697]",0,1,"[0.3667541742324829, 0.6332458853721619]"
0,En redes sociales circula un video de un saqueo en Mendoza que es atribuido a distintos escenarios,"[0.9999409914016724, 5.89903247600887e-05]",0,0,"[0.9148467779159546, 0.08515326678752899]"
0,"Un posteo en Facebook senala que las imagenes fueron registradas en la provincia cuyana, otro que se tomaron en La Plata y un tercero que corresponden a 2012, aunque no dice en que lugar fue filmado. Chequeado confirmo que el video fue filmado en Mendoza el 31 de agosto ultimo.","[0.9984436631202698, 0.0015562974149361253]",0,0,"[0.8816318511962891, 0.11836812645196915]"
1,"La foto que circula en redes sociales esta trucada. La original retrata al ex presidente de facto junto a Alfredo Martinez de Hoz, ministro de Economia durante la dictadura militar.","[0.9998481273651123, 0.00015190783597063273]",0,0,"[0.5029348134994507, 0.49706515669822693]"
0,"Las declaraciones que publico el diario economico fueron realizadas por el Jefe de Gabinete el 30 de agosto ultimo, luego de que se anunciara un nuevo acuerdo con el Fondo Monetario Internacional (FMI) para adelantar desembolsos de dinero.","[0.11969424039125443, 0.8803057670593262]",1,0,"[0.8943817615509033, 0.10561825335025787]"
