clasificacion,texto
1,"Una publicacion sostuvo que el actor realizo la amenaza en una entrevista en Canal 13. Sin embargo, esas declaraciones no existieron en ninguna de las notas que el actor dio al canal. Ademas, Echarri confirmo a este medio que nunca dijo eso contra el Presidente."
0,"Camano, sobre el salario minimo: ""En el ranking de asalariados en dolares de la region hoy estamos cuartos"""
0,"La Argentina se ubica quinta en la region si se toma el sueldo minimo en dolares corrientes. Al considerar el nivel de precios que existe en los distintos paises, pasa a estar en el segundo lugar, detras de Paraguay."
0,El proyecto de interrupcion voluntaria del embarazo legaliza el aborto hasta el noveno mes
0,"La propuesta presentada por la Campana Nacional por el Derecho al Aborto y el proyecto de ley que obtuvo media sancion en la Camara baja y paso al Senado legaliza esta practica hasta la semana 14 inclusive. No existe un plazo limite en los casos ya previstos en el Codigo Penal de violacion, riesgo de vida o salud de la mujer ni en el nuevo supuesto de inviabilidad de vida extrauterina del feto."
0,"Paises como Bolivia, Ecuador o Colombia tienen precios menores y el de la Argentina es similar al del promedio regional. Ademas, los especialistas consultados senalan que se trata de una situacion coyuntural por el aumento del dolar registrado en los ultimos meses."
0,El arbitro del partido de la Argentina contra Francia era chileno
0,"El arbitro principal del enfrentamiento fue un referee irani, quien estuvo acompanado por dos jueces de linea del mismo pais. Bascunan era el cuarto arbitro propuesto para la fecha, es decir que estaba como suplente, pero nunca dirigio el partido."
0,Circula en Facebook una nota donde Jorge Bergoglio realiza afirmaciones en contra del aborto. Las declaraciones existieron y fueron emitidas en febrero de 2016 durante el vuelo de retorno del Papa de una visita oficial a Mexico.
0,El FMI exige liquidar la ANSES y vender las acciones del Fondo de Garantia
1,"Si bien en el memorando oficial el Ministerio de Hacienda de la Nacion contempla la venta de activos del FGS, eso no significa que el FMI lo exija y tampoco que la ANSES deje de funcionar."
0,"El Municipio bonaerense determino un aumento en las tarifas del colectivo y a partir del 1 de julio el pasaje minimo costara 18,95 pesos. Actualmente es la ciudad con el boleto mas caro del pais si se la compara con los centros urbanos."
0,"Malena Galmarini amenazo con ""romperle los dientes"" a Margarita Barrientos"
1,"El sitio Modo Noticias publico una nota en la que afirma que la actual concejala de Tigre habia criticado a la dirigente social en el programa radial de Beto Casella. Sin embargo, las declaraciones y el reportaje nunca existieron."
0,Diego Maradona fue declarado persona no grata en la Argentina
0,"Un sitio viralizo una nota en la que se afirma que el ex futbolista fue nombrado de esta manera en nuestro pais. Sin embargo, esto es falso, ya que este tipo de declaracion se debe determinar a traves de una ley y el Congreso de la Nacion nunca lo determino."
0,"La titular de Madres de Plaza de Mayo trato de ""fascista"" y ""de derecha"" al nutricionista en una de sus marchas de los jueves, y lo acuso de intervenir en la decision de los menues escolares de la Provincia de Buenos Aires. El doctor lo nego y la trato de ""ladrona""."
1,El oficialismo presento en abril ultimo en la Camara de Senadores tres proyectos de ley que apuntan a modificar el mercado de trabajo. Uno de ellos contempla una amnistia para los empleadores.
0,Echaron al director del Garrahan esta semana
1,"La noticia falsa senala que uno de los directores del hospital, Oscar Trotta, fue despedido esta semana. Sin embargo, Trotta fue desplazado como miembro del Consejo de Administracion en mayo de 2017, cuando su mandato ya estaba vencido."
0,"El Presidente dejo clara su postura sobre el aborto en varias oportunidades. En la apertura de sesiones del Congreso dijo que permitiria la discusion este ano, pero que el estaba en contra de la interrupcion voluntaria del embarazo."
0,Maximo Kirchner dijo que sera candidato a Presidente en 2019
1,"Circula en redes una noticia sobre una supuesta declaracion del diputado por el Frente para la Victoria. Sin embargo, no hay ninguna entrevista donde el titular de La Campora haya afirmado esto y, ademas, los supuestos dichos textuales que se citan son de una columna de humor politico."
0,"Scioli trato de ""inutil"" a Vidal en una entrevista radial"
0,"El sitio Modo Noticias publico una nota en la que afirma que el ex candidato a presidente y gobernador bonaerense habia criticado a la actual gobernadora en el programa radial de Beto Casella. Sin embargo, eso es falso ya que el supuesto reportaje nunca existio."
0,"Los datos muestran que las condenas por esta practica son pocas. Sin embargo, aunque no hay datos oficiales actualizados, si existen casos de mujeres que estan y/o estuvieron presas."
0,"La noticia falsa senala que la gobernadora de la provincia patagonica quedo encerrada en el edificio provincial esta semana. Sin embargo, aunque el hecho existio, ocurrio en 2017."
0,Un gendarme afirmo que Bullrich le ordeno matar a Santiago Maldonado
0,"El sitio Modo Noticias publico una nota donde consigna que un gendarme senala que la ministra de Seguridad le ordeno asesinar al joven artesano. Sin embargo, eso es falso ya que el efectivo nunca declaro eso durante una entrevista que concedio al Canal 4 de Esquel."
0,Juliana Awada padece una enfermedad mortal
0,"La noticia falsa afirma que la primera dama sufre una enfermedad terminal. Sin embargo, desde la Unidad Medica Presidencial desmintieron esta informacion."
0,Florencia Pena fue golpeada por su ex pareja
0,"Un texto afirma que la actriz tuvo que ser hospitalizada luego de que su ex pareja la golpeara. Sin embargo, esto es falso: el dia en el que supuestamente habria ocurrido este hecho la actriz se encontraba grabando una serie y publico una foto en la que se la ve sin marcas."
0,"Un comunicado oficial confirma el diagnostico. En los ultimos dias, el Presidente se realizo una resonancia magnetica y, segun informaron, no precisa ningun tratamiento."
0,El Gobierno anuncio que el Fondo Nacional de Incentivo Docente dejara de existir
1,"En Facebook se comparte una noticia que senala que el aporte que hace el Ministerio de Educacion nacional a los salarios de los docentes provinciales dejara de existir en 2019. Sin embargo, fuentes oficiales y alternativas desmintieron la informacion."
0,"Pagina/12, sobre la Ley de Trombofilia: ""Otra ley que no paso el veto"""
0,"El proyecto se habia aprobado en noviembre de 2016, pero en diciembre de ese mismo ano Mauricio Macri lo veto. Ese mismo ano el Presidente dejo sin efecto otros cuatro proyectos de ley."
0,"La comunidad judia compro tierras en la Patagonia para fundar un ""segundo Israel"""
1,"La noticia falsa afirma que se vendieron tierras para cancelar la deuda con el FMI y el Banco Mundial. Sin embargo, cuando se publico la nota los acuerdos no estaban firmados y, ademas, la misma noticia viene siendo publicada en diferentes sitios desde 2013."
0,"La produccion gasifera aumento en los primeros meses de 2018, como senalo el Presidente. Pero, luego de una caida constante entre 2007 y 2014, este crecimiento comenzo en el ultimo ano del mandato de Cristina Fernandez de Kirchner."
0,CFK pidio matar a Macri
1,"Se difundio una noticia sobre una supuesta escucha telefonica en la que la ex mandataria pedia que se matara al actual presidente. La noticia es falsa: en las escuchas que trascendieron Cristina Fernandez de Kirchner no afirma eso. Ademas, la noticia falsa no incluye el supuesto audio al que alude ni da ningun detalle sobre cuando habria sucedido ni en que contexto."
0,"La cantidad de comercios cerrados alcanzo su punto mas bajo en el primer bimestre del ano, cuando el Jefe de Gabinete dijo este dato. Si bien con las cifras del segundo bimestre se registro un aumento, el promedio en lo que va del ano todavia esta por debajo de los anos 2015 y 2016."
0,El jefe de la Gendarmeria acuso a Macri de planear el homicidio de Maldonado
1,"Un sitio publico que, segun Clarin, un alto cargo de la fuerza federal acuso al Presidente de planificar la muerte del joven artesano, a quien habrian matado y guardado hasta arrojarlo al rio. Sin embargo, la nota del diario nunca existio y, segun informo la autopsia oficial, Maldonado murio ahogado."
0,"Pagina 12, sobre el rescate en Catamarca: ""El Gobierno implemento un salvataje de primera y uno de segunda"""
0,"El diario senalo que por una decision oficial los siete funcionarios presidenciales bajaron en helicoptero, mientras que los otros seis tripulantes lo hicieron caminando junto con los rescatistas. Sin embargo, las fuentes involucradas en el rescate aclararon que fue por cuestiones climaticas y que no hubo un tratamiento especial sino que se hizo analizando el riesgo de vida y el nivel de instruccion."
0,CFK llamo a derrocar al gobierno de Mauricio Macri
0,"El texto de la noticia falsa del sitio InfoVanguardia no dice lo mismo que el titulo. En ninguna parte del discurso citado, que es de 2016, se llama a hacer un golpe de Estado."
0,"La gobernadora bonaerense dijo esta frase al criticar la creacion de nuevas universidades en la Provincia de Buenos Aires. Sin embargo, el numero de estudiantes del sector de menos ingresos que asisten a universidades crecio en el Conurbano en los ultimos anos."
0,"Dujovne, sobre la Ley de Emergencia Tarifaria: ""[Tiene] un costo fiscal enorme: 115 mil millones de pesos"""
0,"La estimacion oficial esta basada en el proyecto inicial, que tuvo modificaciones antes de convertirse en ley. Otro calculo oficial da un menor costo fiscal, pero tampoco abarca todos los cambios en el sistema tarifario dispuestos por el Congreso en la ley vetada por el Presidente."
0,Sofia Gala amenazo con golpear a Antonia Macri si no se aprueba la despenalizacion del aborto
0,"Las declaraciones falsas fueron publicadas la misma semana que se inicio el debate para legalizar la interrupcion voluntaria del embarazo. La actriz desmintio el contenido en sus redes y tambien lo hizo su mama, Moria Casan."
0,"Los datos muestran que los subsidios benefician mas relativamente a los ricos, aunque en un porcentaje cercano al 30%, menor al marcado por el senador nacional."
0,Hebe de Bonafini tendra que devolver US$8 millones
0,"Un sitio publico un titulo que senala que la presidenta de Madres de Plaza de Mayo debera devolver este monto que le ""robo al Estado"". Sin embargo, al interior de la nota no se hace ninguna referencia a esos US$ 8 millones ni a ninguna otra cifra que Bonafini tenga que entregar al Estado."
0,"Urtubey, sobre el aborto: ""En 2012, Salta elaboro un protocolo como consecuencia del fallo de la Corte por la inexistencia de uno nacional"""
0,"La Provincia sanciono un protocolo tras el fallo de la Corte y antes que el Ministerio de Salud de la Nacion, pero esa guia restringia el acceso a la interrupcion del embarazo y no cumplia con los estandares establecidos por el maximo tribunal."
0,El Gobierno dejo sin hospedaje a familiares de pacientes del Garrahan
0,"El beneficio no se dejo de otorgar, sino que ahora lo cubre el Ministerio de Salud de la Nacion y no el de Desarrollo Social. Hubo demoras en los pagos pero no se registro ningun caso de familiares sin alojamiento."
0,Desde la asuncion de Cambiemos hay cinco mil PyMEs menos
0,"El indicador que mide la cantidad de bebes fallecidos cada mil nacidos disminuyo entre 2016 y 2017, durante la gestion de Maria Eugenia Vidal. Ademas, el ultimo trienio es el mas bajo de toda la serie."
0,Maria Eugenia Vidal fue agredida y despues hospitalizada
1,"En Facebook se comparte una noticia falsa que senala que la gobernadora de la Provincia de Buenos Aires fue golpeada e insultada, y que posteriormente fue llevada de emergencia al hospital. La nota fue desmentida por fuentes oficiales y la imagen corresponde a una mujer mexicana."
0,"El 40% mencionado por el diputado nacional no solo incluye las boletas de agua, gas y luz -como dio a entender-, sino tambien el alquiler, las expensas, los costos de comunicaciones y el transporte. Ademas, incluso considerando el alquiler, no se llega al 80 por ciento."
0,Le pagaron a alguien para hacerse pasar por el nieto de Estela de Carlotto
0,"Un sitio publico una nota que afirma que el ""nieto trucho"" de la directora de Abuelas de Plaza de Mayo revelo cuanto cobro ""por participar en el fraude"". Sin embargo, la nota no incluye una denuncia del implicado en este sentido ni menciona ninguna cifra."
0,"Macri, sobre el deficit fiscal: ""[Es] algo que la Argentina no logra [equilibrar] hace mas de 70 anos"""
0,"Los datos oficiales de los ultimos 60 anos muestran que en la mayoria hubo deficits, aunque este indicador -ya sea con la vieja o con la nueva metodologia- aumento bajo la gestion de Cambiemos."
1,"El consumo del Area Metropolitana de Buenos Aires es superior al de la capital uruguaya. Sin embargo, el pais vecino tiene una matriz energetica muy distinta y parte de las necesidades de los hogares de cubren con otro tipo de energias y no con gas de red."
0,La represa Yacyreta haya sido destruida
0,"Se publico una nota donde se pide evacuar la costa del rio Parana por el colapso de la central hidroelectrica. Sin embargo, los especialistas, la empresa mixta a cargo de la represa y las caracteristicas del sitio que la difundio permiten afirmar que se trata de una informacion falsa."
0,Suecia va a pagar un sueldo a las abuelas por cuidar a sus nietos
0,"Circula en las redes sociales una noticia sobre una subvencion para las adultas mayores en dicho pais. Sin embargo, no hay ningun proyecto de ese tipo y, ademas, la nota cita a un funcionario cuyo cargo no existe en el organigrama del Gobierno sueco."
0,"Lombardi, sobre el Mundial de Rusia 2018: ""La gestion anterior habia pagado US$19 millones. Nosotros pagamos US$3 millones por la misma cantidad de partidos [que en 2014]"""
0,"La gestion anterior pago ese monto por el Mundial de Brasil, mientras que el acuerdo actual estipula un pago con recursos publicos por US$ 3 millones y al menos US$ 5 millones que el Estado cede en espacios publicitarios. Sin embargo, el contrato de 2014 incluyo los 64 partidos del certamen y el de 2018 solo incluye 32."
0,"Dujovne, sobre tarifas: ""El proyecto de la oposicion genera un costo fiscal superior a los $100 mil millones por ano"""
0,"Si bien la oposicion realizo modificaciones que disminuyeron el impacto que tendria la ley, las estimaciones realizadas en base al texto inicial por fuentes oficiales y alternativas calculaban un costo de entre $80 mil y $100 mil millones al ano."
0,"Buenos Aires tiene un mayor consumo que las ciudades mencionadas por el Presidente. Sin embargo, la matriz energetica en estos paises es muy distinta: parte de las necesidades de los hogares en Uruguay y Chile son cubiertas por otro tipo de energia y no por el gas de red."
0,Los datos muestran que al comparar ambos paises y sus capitales lo que dijo la ministra es correcto. Un analisis del sitio de fact-checking de Uruguay.
0,"Si bien la Ciudad no impuso por si misma ningun impuesto especifico a las tarifas, existe una contribucion originada por un acuerdo de la Nacion con las prestadoras de electricidad que pagan los usuarios portenos y por la que el gobierno local preve recaudar casi $1.000 millones."
0,"La tasa de investigaciones por homicidios dolosos cayo de 7,3 a 5,3 entre 2015 y 2017, es decir, un 27 por ciento. Si se mira la evolucion en el tiempo, es el numero mas bajo desde 2009."
1,"La cifra surge de datos oficiales del Ministerio de Salud de la Nacion. Esto representa un 30% del total de muertes de mujeres gestantes en este periodo, y en la mayoria de los anos fue la principal causa individual de fallecimientos de embarazadas en el pais."
1,"El calculo de la intendenta de La Matanza no tiene en cuenta la inflacion. Si se analiza la deuda como porcentaje de la recaudacion o del tamano de la economia provincial, como recomiendan los especialistas, en los ultimos dos anos la deuda crecio, pero menos: entre un 20 y un 26 por ciento."
0,"Las exportaciones e importaciones entre la Argentina y Espana aumentaron un 15% en 2017 y alcanzaron el mayor monto desde 2013. Luego de caer todos los anos desde 2011, en los ultimos dos anos, durante la gestion de Cambiemos, el intercambio comercial volvio a crecer."
1,"Los datos oficiales coinciden con la cifra mencionada por el ex funcionario y mejoraron respecto de algunos anos del gobierno anterior. Ademas, a la mayoria de los detenidos en prision preventiva no se los acusa por delitos de corrupcion, como a Zannini, sino por violacion a la ley de drogas."
1,"Efectivamente, el peso de la deuda sobre el PBI ubica a la Argentina en el puesto 91 sobre 186 paises del mundo. Pero tanto la deuda total como con privados y organismos multilaterales crecio en lo que va de la gestion de Cambiemos y se ubica en los niveles mas altos desde 2009."
1,"Segun los ultimos datos de la OCDE, la Argentina es el segundo pais con mayor presion tributaria de la region, solo superado por Cuba. Desde la asuncion de Cambiemos este indicador tuvo la caida mas significativa de los ultimos 20 anos."
1,"Las compras desde el exterior de este combustible registraron un aumento, aunque las fuentes oficiales varian en su dimension. Si se considera el gas, la principal fuente de energia del pais, la importacion en lo que va de la gestion de Cambiemos es menor al de la gestion de la ex presidenta."
0,"El valor en dolares de las importaciones de 2017 se encuentra por debajo de esos anos, pero las cantidades importadas aumentaron. En este sentido, 2017 fue el ano que mas productos se importaron desde, por lo menos, 2004."
0,"En el ultimo ano efectivamente la economia crecio y el gasto y la inflacion bajaron. En el caso del deficit fiscal y la presion tributaria, depende de que metodologia y que indicador se tome. Con el gasto publico, segun como se mida, esta seria o no la primera vez que suceden estas dinamicas en 100 anos."
0,"En 2016 y 2017 los salarios docentes equipararon a la inflacion, aunque si se analiza toda la gestion de la Gobernadora bonaerense, desde diciembre de 2015, los docentes perdieron entre 2% y 4% de poder adquisitivo."
0,Las cifras disponibles y los estudios de casos muestran que las tasas de mortalidad materna por abortos disminuyeron luego de reformas legales mas permisivas.
1,"El ex gobernador critico el envio de fuerzas federales anunciado por la Nacion. La tasa provincial se redujo un 43% en los ultimos tres anos y no en un 50 por ciento. Ademas, durante ese periodo la provincia recibio el apoyo de las fuerzas federales en al menos cuatro oportunidades."
0,El ex titular de la CGT y referente de Camioneros es investigado desde 2006 en al menos una causa de corrupcion y esta imputado en otros cinco expedientes. No esta procesado ni condenado en ninguna causa judicial.
0,"El ultimo dato oficial muestra que ese mes se registro el mayor numero de trabajadores privados en este sector desde 2009. Pero, si se quitan los efectos estacionales del empleo, noviembre de 2017 no es el pico maximo."
1,"Moyano, sobre la gestion de Cambiemos: ""Los trabajadores han perdido poder adquisitivo del salario"""
1,"Todas las fuentes destacan que el salario real aumento en 2017, pero todavia no se alcanzo el nivel de 2015, cuando asumio Mauricio Macri la Presidencia de la Nacion."
1,"Durante su gestion, el CELS registro al menos 17 casos de gatillo facil en manos de fuerzas federales en la Ciudad y el Conurbano bonaerense. Ademas, en 2014 se registro el pico de civiles muertos por fuerzas de seguridad que operan en el Area Metropolitana."
0,"Facundo Moyano, sobre la reunion del Consejo Directivo de la CGT: ""Yo estuve: de 36 gremios, 27 van a acompanar el paro"""
0,"El Consejo es el organo que decide los paros. Si bien hubo una mayoria de asistentes, los principales gremios en terminos de representatividad no fueron y otros consejeros enviaron representantes."
0,"Aunque los datos corresponden a 2016, la tendencia mencionada es correcta. Sin embargo, el principal cambio no se explica por la sancion de leyes nacionales, como dijo el funcionario del Ministerio de Justicia, sino por el aumento en la cantidad de condenados en la Provincia de Buenos Aires en los ultimos diez anos."
1,"En el tercer trimestre de 2017, ultimo dato disponible, el indicador que mide la inversion nacional tuvo el mayor crecimiento desde 2011. Los especialistas destacan las ventajas y desventajas de que los bienes de capital importados son los que mas crecieron en el ultimo ano."
1,"Los datos del tercer trimestre de 2017 fueron los primeros de la gestion de Cambiemos que superaron el nivel con el que asumio. Este aumento fue leve y se encuentra por debajo de la variacion de la poblacion, por lo que el PBI por habitante cayo durante el mandato de Mauricio Macri."
1,"Los juicios laborales en la Capital disminuyeron en un 13% desde la sancion de la nueva ley de ART, en relacion al mismo periodo del ano anterior. Esta baja fue acompanada por un aumento en los juicios en la Provincia de Buenos Aires, donde la nueva norma entro en vigencia este ano."
0,Los datos oficiales muestran un alto porcentaje de empleados publicos que estan precarizados. Claves para entender como contrata el Estado nacional.
1,"Los datos disponibles coinciden con el calculo mencionado por el diputado. Sin embargo, tres de cada cuatro operativos represivos estuvieron a cargo de fuerzas de seguridad provinciales, que dependen de los gobernadores y no del Ministerio de Seguridad de la Nacion, que reporta al Presidente."
0,"Los fondos ejecutados, que incluyen al Conicet y la CONAE, aumentaron casi 50% en la gestion de Cambiemos, la mitad de lo marcado por Macri. Sin embargo, si se cuenta la inflacion de ese periodo, la ejecucion real cayo entre un 9 y un 16 por ciento. Tambien bajo su participacion en el gasto total y en el PBI."
0,"Los cortes de media tension se redujeron en un 13% y los de baja tension en un 42% si se comparan los ultimos dos veranos. Con respecto a la duracion de los cortes, los de media tension se mantuvieron igual y fueron de dos horas promedio."
1,"Este ano se observa una tendencia a la desaceleracion con respecto al ano anterior, aunque en 2016 y en 2017 se incumplieron las metas oficiales establecidas. Todavia faltan dos anos para saber si Jefe de Estado cumplira o no con esta promesa."
1,Los especialistas y los organismos internacionales destacan lo dificil que es comparar las jubilaciones debido a la falta de informacion y las variables que se deben tener en cuenta. El titular de la ANSES se baso en una comparacion que solo considera a nueve paises y no incluye a ningun europeo.
0,"El principio de inocencia rige para todos los individuos -no solo para los funcionarios policiales-, y ademas el accionar de las fuerzas de seguridad esta regulado para limitar el uso de la fuerza."
0,"Segun Clarin, ""solo la mitad de los argentinos con colesterol elevado esta bajo tratamiento"""
0,"La afirmacion es parte de las conclusiones de una encuesta de la agencia Kantar TNS y fue levantada en una nota del diario. Sin embargo, el articulo publicado tiene errores conceptuales que resultan en un mensaje alarmista y que fomentan la medicacion de individuos sanos."
0,"Si bien la tendencia marcada por el Presidente es cierta, solo la mitad de los gremios pueden negociar convenios. Ademas, no todos los especialistas coinciden en que una menor cantidad de sindicatos implique fortalecer al movimiento sindical."
0,"?Hay paises productores de vino que tienen impuestos especiales para esta bebida, como dijo Dujovne?"
0,"Las naciones mencionadas por el ministro (Chile, Estados Unidos y Francia) tienen impuestos internos a esta bebida alcoholica. Pero la situacion argentina es particular comparada con esos paises por la falta de subsidios planificados y su alto consumo interno."
1,Los datos oficiales confirman lo dicho por el diputado nacional y ex ministro de Economia. Los especialistas destacan la caida del consumo y la apertura comercial como principales causas.
1,"Si bien la Argentina tiene el costo fiscal al trabajo mas alto de la region, el trabajador recibe cerca del 65% de lo que le cuesta a la empresa."
0,"Los datos muestran que se exporta mas pescados y mariscos que carne vacuna. Desde 2005, nuestro pais paso del tercer al onceavo lugar en el ranking mundial de la exportacion ganadera."
1,"El empleo independiente fue el que mas crecio entre el final de la gestion de Cristina Fernandez de Kirchner y el ultimo dato de la Presidencia de Mauricio Macri. Los especialistas coinciden en senalar que, en promedio, se trata del trabajo mas precario y de menor productividad."
1,"Los datos muestran una baja en la participacion de las causas en las que hay involucrados menores, pero se trata de una tendencia que ocurre desde 2013 y no desde el primer ano de gestion de Maria Eugenia Vidal. Si se mira la evolucion interanual, en la gestion de Daniel Scioli hubo caidas mayores a la de 2016."
0,"Los recursos destinados a este rubro en 2018 son los segundos mas altos desde 1993, primer dato disponible, si se calculan sobre el gasto primario. Al observar esta inversion como porcentaje del gasto total y del PBI, es la mas alta de la serie."
1,"La Argentina emitio mas bonos en el mercado internacional que la potencia asiatica. Sin embargo, los especialistas destacan el rol del pago a los fondos buitre y el deficit fiscal heredado de la gestion anterior como determinantes y aclaran que China, como otros paises mas desarrollados, no se destacan por tomar deuda en el mercado mundial."
1,"Si bien hay pocos datos actualizados sobre este fenomeno justamente por incluir dinero no declarado, las estimaciones coinciden en que la Argentina es uno de los paises del continente y del mundo con mas riqueza en el exterior."
1,"Los montos destinados a financiar al sector energetico en 2014, ultimo ano completo del gobierno de Cristina Fernandez de Kirchner, representaron el 221% del deficit y mas de siete veces de lo ejecutado en el presupuesto de la AUH."
1,La inflacion actual es mayor o menor a la del ultimo ano de gestion de la ex presidenta segun que fuente se utilice.
0,"Este tipo de inversion en 2016 fue un tercio que la de 2015. Igualmente, los especialistas destacan que por el cepo cambiario que existio hasta diciembre de 2015 esta estadistica se vio distorsionada ya que las empresas extranjeras no podian sacar sus ganancias del pais."
0,"La jubilacion media de los beneficiarios que no ingresaron por moratorias es mas del doble del que se senala en el aviso. Si bien la mayoria de los jubilados cobran la minima, gran parte de ellos ingresaron por moratoria y no completaron sus aportes."
0,"Segun los datos oficiales, en la ultima dictadura militar como minimo seis personas fueron detenidas desaparecidas en Santa Cruz, mientras que 11 santacrucenos fueron desaparecidos en otras provincias."
0,"En 2017 hubo una clara caida de la inflacion. Igualmente, los datos de la provincia de San Luis y de la Ciudad de Buenos Aires, utilizados por el Gobierno durante la ""emergencia estadistica"" ya que se pueden comparar en el tiempo, senalan que el ultimo dato no es el mas bajo desde 2010."
0,"Si bien este indicador no tiene una unica manera de medirse, las fuentes oficiales y alternativas calculan que la precariedad laboral es similar a la marcada por el FIT."
1,"Las fuentes oficiales y alternativas muestran que el salario de los trabajadores privados y publicos registrados cayo entre un 5 y 8% en el periodo senalado. Si se considera a los trabajadores informales, la perdida seria mayor, pero no existen datos para dimensionarla."
0,"El candidato de Cumplir igualo a la Gobernadora bonaerense con Daniel Scioli. Si bien hubo una suba en 2017, en su primer ano Cambiemos bajo el presupuesto publicitario por primera vez desde 2011 y el desembolso que tiene previsto la Provincia para este ano no alcanza a ninguno de los porcentajes que destino la gestion anterior."
0,Los datos muestran un estancamiento de la inversion desde 2012 y que el pais se encuentra por debajo del promedio sudamericano y mundial.
1,"Si bien al momento de su designacion el ex jefe del Ejercito no estaba imputado ni procesado por la Justicia, fue denunciado durante el debate por su ultimo ascenso militar y la ex presidenta lo mantuvo igual en el cargo hasta 2015."
0,"Juan Schiaretti, sobre el reclamo de la Provincia por el Fondo del Conurbano: ""Junto con la Capital Federal recibe mas de $80 mil millones en subsidios anuales"""
0,"El gobernador de Cordoba se refirio a los recursos que reparte el Estado nacional a la Ciudad y la Provincia de Buenos Aires. Los datos muestran que ambas jurisdicciones son las mas beneficiadas, muy por encima de su poblacion y sin registrar los peores indices de pobreza."
1,Los datos muestran que este mes fue record y que 2017 viene siendo el mejor ano del que se tenga registro.
1,"El ministro de Interior y Obras Publicas comparo la situacion actual con el ano anterior, cuando se produjo el nivel de empleo en el sector mas bajo desde 2007, segun el registro del IERIC. Ademas, todavia no se recuperaron todos los puestos de trabajo perdidos en los primeros meses de 2016."
0,"Los datos muestran que se llega a esta conclusion si no se considera la inflacion del dolar ni se toma en cuenta el tamano de la economia. Al tomar el aumento de precios de la divisa extranjera, este seria el sexto ano con mayor deficit comercial desde 1910. Si se lo compara con las exportaciones y el PBI de cada ano, como recomiendan los especialistas, esta lejos de ser el peor deficit de la historia."
0,"La Argentina es el cuarto pais del mundo que menos exporta e importa como porcentaje de su PBI, detras de Sudan, Pakistan y Brasil. Las importaciones y las exportaciones subieron el primer ano de la gestion de Cambiemos, aunque igualmente estos valores, despues de los de 2015, son los menores desde la crisis de 2001."
1,"En el primer semestre de 2017, los salarios subieron mas que la inflacion. Sin embargo, estos todavia se encuentran por debajo de la capacidad de compra que tenian en noviembre de 2015, antes de la asuncion del gobierno de Cambiemos."
1,"Los hogares que no cuentan con este servicio basico representan un porcentaje mucho menor. Esto se confirma tanto si se miran los datos del Censo 2010, ultimas estadisticas oficiales disponibles, como las cifras alternativas de la UCA que llegan hasta 2016."
0,"Los datos oficiales muestran que el Gobierno nacional no aumento su recaudacion en ese volumen sino que, por el contrario, recupero a traves de este impuesto solo un 35% de lo que percibia antes de la quita de retenciones."
0,Tanto en la Provincia como en todo el pais en la ultima decada bajo el porcentaje de alumnos matriculados en entidades publicas y aumento la participacion de la educacion privada.
1,"En la mayoria de los paises donde se uso alguna forma de voto electronico, este sistema fue abandonado."
1,"En 2015 la publicacion de los datos provisorios fue mucho mas lenta. Sin embargo, al tratarse de una eleccion ejecutiva, no es comparable con la del domingo. En las PASO de 2013, el escrutinio provisorio fue mas rapido aunque se eligio una categoria menos."
1,El gasto porteno es el mas alto desde la autonomia del distrito. Lo mismo pasa con la recaudacion. Pero este es un fenomeno general que sucedio en todo el pais.
1,"El consumo de carne vacuna y la capacidad de compra de asado del salario minimo bajaron fuertemente en 2016, aunque ambos indicadores se recuperaron en el primer semestre de 2017. Ademas, el consumo de carne vacuna en la Argentina es casi siete veces el promedio mundial."
0,"Los videos oficiales de la campana de la diputada nacional no tienen ningun dato ni frase contrastable con hechos y datos, sino oraciones vagas que son imposibles de verificar."
0,"El servicio provincial de emergencias de salud esta funcionando en 28 municipios y ya abarca al 42% de la poblacion de Buenos Aires. Se esta implementando, con distinto nivel de avance, en 19 municipios mas."
1,"Los productos farmaceuticos crecieron entre un 92 y 100%, de acuerdo con el indice de precios que se considere, y siempre por encima de la inflacion general. Igualmente, esta tendencia se modifico en 2016."
1,"Los datos oficiales y alternativos muestran que en el pais se trabaja en promedio unas 40 horas semanales o 48 en el caso de los empleados full-time, menos que lo dicho por el candidato del FIT para el mismo periodo. La cantidad es similar a la de paises como Brasil o Uruguay."
0,"Durante el primer ano de Macri a cargo de la presidencia la inflacion aumento y se ubico en uno de sus valores mas altos de los ultimos 25 anos. Sin embargo, durante los primeros seis meses de 2017 hubo una importante disminucion y el aumento de precios fue la mitad que en el primer semestre de 2016."
0,"Durante la gestion de Randazzo, el Ministerio del Interior quedo a cargo de los pasaportes y lanzo una modalidad que permite obtenerlo al instante con un costo adicional de US$200. El tramite fue realizado por 100 mil personas desde su implementacion."
1,"La tasa aumento entre 2015 y 2016, pero si se mira el ultimo trienio, indicador que los especialistas aconsejan tomar, las muertes de bebes en la Ciudad en el periodo 2014-2016 fueron menos que nunca antes."
0,"Un estudio coincide con la frase del presidente de la Sociedad Rural, luego de incluir empleos directos y ademas indirectos, como los generados por el pago de impuestos o el consumo del sector. Existen criticas a esta metodologia y otros trabajos calculan porcentajes menores."
0,Hay 28 municipios bonaerenses que ya cuentan con el servicio de emergencias y 19 distritos mas se estan incorporando.
